TurbID,DATATIME,YD15
1,2020/1/24 4:45,-464
1,2020/1/24 5:00,4846
1,2020/1/24 5:15,1360
1,2020/1/24 5:30,-20
1,2020/1/24 5:45,-145
1,2020/1/24 6:00,220
1,2020/1/24 6:15,897
1,2020/1/24 6:30,5374
1,2020/1/24 6:45,12065
1,2020/1/24 7:00,13851
1,2020/1/24 7:15,13916
1,2020/1/24 7:30,14970
1,2020/1/24 7:45,20614
1,2020/1/24 8:00,27607
1,2020/1/24 8:15,55459
1,2020/1/24 8:30,45463
1,2020/1/24 8:45,27346
1,2020/1/24 9:00,28304
1,2020/1/24 9:15,31363
1,2020/1/24 9:30,13225
1,2020/1/24 9:45,9317
1,2020/1/24 10:00,11729
1,2020/1/24 10:15,7879
1,2020/1/24 10:30,6142
1,2020/1/24 10:45,440
1,2020/1/24 11:00,-167
1,2020/1/24 11:15,-326
1,2020/1/24 11:30,-288
1,2020/1/24 11:45,-326
1,2020/1/24 12:00,-306
1,2020/1/24 12:15,-257
1,2020/1/24 12:30,-299
1,2020/1/24 12:45,-261
1,2020/1/24 13:00,-321
1,2020/1/24 13:15,-287
1,2020/1/24 13:30,-314
1,2020/1/24 13:45,-311
1,2020/1/24 14:00,12988
1,2020/1/24 14:15,17347
1,2020/1/24 14:30,12198
1,2020/1/24 14:45,1548
1,2020/1/24 15:00,-2
1,2020/1/24 15:15,56
1,2020/1/24 15:30,217
1,2020/1/24 15:45,-29
1,2020/1/24 16:00,-310
1,2020/1/24 16:15,-298
1,2020/1/24 16:30,-387
1,2020/1/24 16:45,-312
1,2020/1/24 17:00,993
1,2020/1/24 17:15,8170
1,2020/1/24 17:30,15455
1,2020/1/24 17:45,17736
1,2020/1/24 18:00,24723
1,2020/1/24 18:15,24727
1,2020/1/24 18:30,29937
1,2020/1/24 18:45,31987
1,2020/1/24 19:00,30449
1,2020/1/24 19:15,29082
1,2020/1/24 19:30,21971
1,2020/1/24 19:45,19408
1,2020/1/24 20:00,29519
1,2020/1/24 20:15,24317
1,2020/1/24 20:30,28103
1,2020/1/24 20:45,35094
1,2020/1/24 21:00,32902
1,2020/1/24 21:15,26301
1,2020/1/24 21:30,30452
1,2020/1/24 21:45,29865
1,2020/1/24 22:00,31701
1,2020/1/24 22:15,30391
1,2020/1/24 22:30,23625
1,2020/1/24 22:45,31475
1,2020/1/24 23:00,34386
1,2020/1/24 23:15,32167
1,2020/1/24 23:30,23334
1,2020/1/24 23:45,16346
1,2020/1/25 0:00,21507
1,2020/1/25 0:15,29333
1,2020/1/25 0:30,22740
1,2020/1/25 0:45,25806
1,2020/1/25 1:00,31379
1,2020/1/25 1:15,34071
1,2020/1/25 1:30,19556
1,2020/1/25 1:45,20612
1,2020/1/25 2:00,24438
1,2020/1/25 2:15,27430
1,2020/1/25 2:30,32200
1,2020/1/25 2:45,31572
1,2020/1/25 3:00,25474
1,2020/1/25 3:15,21183
1,2020/1/25 3:30,26226
1,2020/1/25 3:45,40778
1,2020/1/25 4:00,44284
1,2020/1/25 4:15,50718
1,2020/1/25 4:30,52826
1,2020/1/25 4:45,62900
1,2020/1/25 5:00,63022
1,2020/1/25 5:15,52025
1,2020/1/25 5:30,33030
1,2020/1/25 5:45,34124
1,2020/1/25 6:00,34616
1,2020/1/25 6:15,33363
1,2020/1/25 6:30,26605
1,2020/1/25 6:45,24076
1,2020/1/25 7:00,20279
1,2020/1/25 7:15,19078
1,2020/1/25 7:30,14060
1,2020/1/25 7:45,15759
1,2020/1/25 8:00,17883
1,2020/1/25 8:15,16396
1,2020/1/25 8:30,19155
1,2020/1/25 8:45,12983
1,2020/1/25 9:00,13692
1,2020/1/25 9:15,14069
1,2020/1/25 9:30,13591
1,2020/1/25 9:45,13031
1,2020/1/25 10:00,12357
1,2020/1/25 10:15,15404
1,2020/1/25 10:30,11989
1,2020/1/25 10:45,12867
1,2020/1/25 11:00,7825
1,2020/1/25 11:15,5159
1,2020/1/25 11:30,3819
1,2020/1/25 11:45,2884
1,2020/1/25 12:00,2013
1,2020/1/25 12:15,843
1,2020/1/25 12:30,1112
1,2020/1/25 12:45,891
1,2020/1/25 13:00,2257
1,2020/1/25 13:15,1638
1,2020/1/25 13:30,5128
1,2020/1/25 13:45,6406
1,2020/1/25 14:00,6388
1,2020/1/25 14:15,8490
1,2020/1/25 14:30,11128
1,2020/1/25 14:45,13050
1,2020/1/25 15:00,12350
1,2020/1/25 15:15,12607
1,2020/1/25 15:30,9447
1,2020/1/25 15:45,8051
1,2020/1/25 16:00,7295
1,2020/1/25 16:15,6576
1,2020/1/25 16:30,10208
1,2020/1/25 16:45,13455
1,2020/1/25 17:00,11937
1,2020/1/25 17:15,10882
1,2020/1/25 17:30,15429
1,2020/1/25 17:45,19019
1,2020/1/25 18:00,21491
1,2020/1/25 18:15,23602
1,2020/1/25 18:30,32405
1,2020/1/25 18:45,32512
1,2020/1/25 19:00,36922
1,2020/1/25 19:15,34640
1,2020/1/25 19:30,31671
1,2020/1/25 19:45,28414
1,2020/1/25 20:00,27448
1,2020/1/25 20:15,24127
1,2020/1/25 20:30,27385
1,2020/1/25 20:45,27244
1,2020/1/25 21:00,32450
1,2020/1/25 21:15,38841
1,2020/1/25 21:30,32030
1,2020/1/25 21:45,35534
1,2020/1/25 22:00,38238
1,2020/1/25 22:15,38253
1,2020/1/25 22:30,41226
1,2020/1/25 22:45,38157
1,2020/1/25 23:00,37723
1,2020/1/25 23:15,35399
1,2020/1/25 23:30,30656
1,2020/1/25 23:45,27951
1,2020/1/26 0:00,24163
1,2020/1/26 0:15,23808
1,2020/1/26 0:30,19093
1,2020/1/26 0:45,16229
1,2020/1/26 1:00,11212
1,2020/1/26 1:15,10196
1,2020/1/26 1:30,9359
1,2020/1/26 1:45,9623
1,2020/1/26 2:00,9562
1,2020/1/26 2:15,10076
1,2020/1/26 2:30,9904
1,2020/1/26 2:45,16196
1,2020/1/26 3:00,25528
1,2020/1/26 3:15,34484
1,2020/1/26 3:30,36948
1,2020/1/26 3:45,35864
1,2020/1/26 4:00,35270
1,2020/1/26 4:15,36543
1,2020/1/26 4:30,31209
1,2020/1/26 4:45,23923
1,2020/1/26 5:00,23837
1,2020/1/26 5:15,20621
1,2020/1/26 5:30,20033
1,2020/1/26 5:45,15763
1,2020/1/26 6:00,13630
1,2020/1/26 6:15,10143
1,2020/1/26 6:30,11545
1,2020/1/26 6:45,3686
1,2020/1/26 7:00,7345
1,2020/1/26 7:15,5413
1,2020/1/26 7:30,3210
1,2020/1/26 7:45,4085
1,2020/1/26 8:00,10913
1,2020/1/26 8:15,19730
1,2020/1/26 8:30,27706
1,2020/1/26 8:45,30653
1,2020/1/26 9:00,31636
1,2020/1/26 9:15,30765
1,2020/1/26 9:30,20881
1,2020/1/26 9:45,20845
1,2020/1/26 10:00,20649
1,2020/1/26 10:15,20891
1,2020/1/26 10:30,13677
1,2020/1/26 10:45,17719
1,2020/1/26 11:00,18206
1,2020/1/26 11:15,15202
1,2020/1/26 11:30,15072
1,2020/1/26 11:45,21667
1,2020/1/26 12:00,20241
1,2020/1/26 12:15,24358
1,2020/1/26 12:30,16635
1,2020/1/26 12:45,16926
1,2020/1/26 13:00,14996
1,2020/1/26 13:15,17589
1,2020/1/26 13:30,19384
1,2020/1/26 13:45,19731
1,2020/1/26 14:00,17174
1,2020/1/26 14:15,17742
1,2020/1/26 14:30,14939
1,2020/1/26 14:45,17246
1,2020/1/26 15:00,22223
1,2020/1/26 15:15,27124
1,2020/1/26 15:30,23586
1,2020/1/26 15:45,18712
1,2020/1/26 16:00,16730
1,2020/1/26 16:15,12411
1,2020/1/26 16:30,10718
1,2020/1/26 16:45,9374
1,2020/1/26 17:00,4893
1,2020/1/26 17:15,2186
1,2020/1/26 17:30,2785
1,2020/1/26 17:45,3098
1,2020/1/26 18:00,3032
1,2020/1/26 18:15,2860
1,2020/1/26 18:30,1157
1,2020/1/26 18:45,150
1,2020/1/26 19:00,-223
1,2020/1/26 19:15,1334
1,2020/1/26 19:30,3947
1,2020/1/26 19:45,5174
1,2020/1/26 20:00,11718
1,2020/1/26 20:15,11084
1,2020/1/26 20:30,11402
1,2020/1/26 20:45,8903
1,2020/1/26 21:00,7233
1,2020/1/26 21:15,5189
1,2020/1/26 21:30,4076
1,2020/1/26 21:45,2757
1,2020/1/26 22:00,5722
1,2020/1/26 22:15,2261
1,2020/1/26 22:30,2653
1,2020/1/26 22:45,1947
1,2020/1/26 23:00,923
1,2020/1/26 23:15,2592
1,2020/1/26 23:30,2259
1,2020/1/26 23:45,1016
1,2020/1/27 0:00,421
1,2020/1/27 0:15,-224
1,2020/1/27 0:30,-8
1,2020/1/27 0:45,-70
1,2020/1/27 1:00,-209
1,2020/1/27 1:15,-218
1,2020/1/27 1:30,-210
1,2020/1/27 1:45,-289
1,2020/1/27 2:00,-282
1,2020/1/27 2:15,2575
1,2020/1/27 2:30,1190
1,2020/1/27 2:45,2366
1,2020/1/27 3:00,6323
1,2020/1/27 3:15,5355
1,2020/1/27 3:30,1118
1,2020/1/27 3:45,-164
1,2020/1/27 4:00,-29
1,2020/1/27 4:15,4067
1,2020/1/27 4:30,6006
1,2020/1/27 4:45,7944
1,2020/1/27 5:00,8000
1,2020/1/27 5:15,11800
1,2020/1/27 5:30,15557
1,2020/1/27 5:45,17798
1,2020/1/27 6:00,15403
1,2020/1/27 6:15,8374
1,2020/1/27 6:30,4993
1,2020/1/27 6:45,5422
1,2020/1/27 7:00,3775
1,2020/1/27 7:15,5187
1,2020/1/27 7:30,4541
1,2020/1/27 7:45,6999
1,2020/1/27 8:00,7908
1,2020/1/27 8:15,9643
1,2020/1/27 8:30,5744
1,2020/1/27 8:45,6725
1,2020/1/27 9:00,7679
1,2020/1/27 9:15,9367
1,2020/1/27 9:30,7845
1,2020/1/27 9:45,8390
1,2020/1/27 10:00,6732
1,2020/1/27 10:15,4311
1,2020/1/27 10:30,3155
1,2020/1/27 10:45,608
1,2020/1/27 11:00,-15
1,2020/1/27 11:15,-314
1,2020/1/27 11:30,-305
1,2020/1/27 11:45,-292
1,2020/1/27 12:00,-283
1,2020/1/27 12:15,-296
1,2020/1/27 12:30,-309
1,2020/1/27 12:45,-263
1,2020/1/27 13:00,-285
1,2020/1/27 13:15,-300
1,2020/1/27 13:30,-270
1,2020/1/27 13:45,-294
1,2020/1/27 14:00,-326
1,2020/1/27 14:15,-300
1,2020/1/27 14:30,-272
1,2020/1/27 14:45,-286
1,2020/1/27 15:00,-296
1,2020/1/27 15:15,-273
1,2020/1/27 15:30,-272
1,2020/1/27 15:45,-293
1,2020/1/27 16:00,-307
1,2020/1/27 16:15,-283
1,2020/1/27 16:30,-306
1,2020/1/27 16:45,-303
1,2020/1/27 17:00,-296
1,2020/1/27 17:15,-270
1,2020/1/27 17:30,-322
1,2020/1/27 17:45,-309
1,2020/1/27 18:00,-309
1,2020/1/27 18:15,-340
1,2020/1/27 18:30,-197
1,2020/1/27 18:45,-251
1,2020/1/27 19:00,-259
1,2020/1/27 19:15,-196
1,2020/1/27 19:30,305
1,2020/1/27 19:45,2521
1,2020/1/27 20:00,10819
1,2020/1/27 20:15,13324
1,2020/1/27 20:30,16836
1,2020/1/27 20:45,27502
1,2020/1/27 21:00,30195
1,2020/1/27 21:15,29709
1,2020/1/27 21:30,37920
1,2020/1/27 21:45,34401
1,2020/1/27 22:00,30682
1,2020/1/27 22:15,35016
1,2020/1/27 22:30,60883
1,2020/1/27 22:45,69760
1,2020/1/27 23:00,59535
1,2020/1/27 23:15,55785
1,2020/1/27 23:30,64290
1,2020/1/27 23:45,75695
1,2020/1/28 0:00,74773
1,2020/1/28 0:15,60576
1,2020/1/28 0:30,74293
1,2020/1/28 0:45,59102
1,2020/1/28 1:00,69235
1,2020/1/28 1:15,73563
1,2020/1/28 1:30,78566
1,2020/1/28 1:45,82759
1,2020/1/28 2:00,83584
1,2020/1/28 2:15,79070
1,2020/1/28 2:30,83067
1,2020/1/28 2:45,66868
1,2020/1/28 3:00,50777
1,2020/1/28 3:15,43618
1,2020/1/28 3:30,53877
1,2020/1/28 3:45,59437
1,2020/1/28 4:00,53546
1,2020/1/28 4:15,50259
1,2020/1/28 4:30,46778
1,2020/1/28 4:45,40117
1,2020/1/28 5:00,41126
1,2020/1/28 5:15,41726
1,2020/1/28 5:30,41446
1,2020/1/28 5:45,49141
1,2020/1/28 6:00,57991
1,2020/1/28 6:15,62465
1,2020/1/28 6:30,80069
1,2020/1/28 6:45,76431
1,2020/1/28 7:00,80363
1,2020/1/28 7:15,78151
1,2020/1/28 7:30,56847
1,2020/1/28 7:45,47423
1,2020/1/28 8:00,35796
1,2020/1/28 8:15,35643
1,2020/1/28 8:30,27979
1,2020/1/28 8:45,36337
1,2020/1/28 9:00,23929
1,2020/1/28 9:15,16037
1,2020/1/28 9:30,5601
1,2020/1/28 9:45,7975
1,2020/1/28 10:00,50467
1,2020/1/28 10:15,77160
1,2020/1/28 10:30,84637
1,2020/1/28 10:45,91178
1,2020/1/28 11:00,95439
1,2020/1/28 11:15,92673
1,2020/1/28 11:30,97271
1,2020/1/28 11:45,91835
1,2020/1/28 12:00,96594
1,2020/1/28 12:15,97460
1,2020/1/28 12:30,97497
1,2020/1/28 12:45,98178
1,2020/1/28 13:00,98529
1,2020/1/28 13:15,95704
1,2020/1/28 13:30,95883
1,2020/1/28 13:45,87171
1,2020/1/28 14:00,94590
1,2020/1/28 14:15,93280
1,2020/1/28 14:30,94199
1,2020/1/28 14:45,85561
1,2020/1/28 15:00,80936
1,2020/1/28 15:15,87982
1,2020/1/28 15:30,74038
1,2020/1/28 15:45,60793
1,2020/1/28 16:00,67592
1,2020/1/28 16:15,64255
1,2020/1/28 16:30,65959
1,2020/1/28 16:45,58440
1,2020/1/28 17:00,52319
1,2020/1/28 17:15,43174
1,2020/1/28 17:30,34098
1,2020/1/28 17:45,46736
1,2020/1/28 18:00,45122
1,2020/1/28 18:15,39162
1,2020/1/28 18:30,37154
1,2020/1/28 18:45,26252
1,2020/1/28 19:00,26693
1,2020/1/28 19:15,28436
1,2020/1/28 19:30,23715
1,2020/1/28 19:45,23909
1,2020/1/28 20:00,21106
1,2020/1/28 20:15,14224
1,2020/1/28 20:30,6219
1,2020/1/28 20:45,858
1,2020/1/28 21:00,142
1,2020/1/28 21:15,283
1,2020/1/28 21:30,1855
1,2020/1/28 21:45,3080
1,2020/1/28 22:00,1150
1,2020/1/28 22:15,3884
1,2020/1/28 22:30,8084
1,2020/1/28 22:45,9583
1,2020/1/28 23:00,12876
1,2020/1/28 23:15,29244
1,2020/1/28 23:30,19228
1,2020/1/28 23:45,35801
1,2020/1/29 0:00,31594
1,2020/1/29 0:15,39786
1,2020/1/29 0:30,25359
1,2020/1/29 0:45,27530
1,2020/1/29 1:00,23144
1,2020/1/29 1:15,25164
1,2020/1/29 1:30,31177
1,2020/1/29 1:45,30289
1,2020/1/29 2:00,38475
1,2020/1/29 2:15,44377
1,2020/1/29 2:30,49313
1,2020/1/29 2:45,46659
1,2020/1/29 3:00,25968
1,2020/1/29 3:15,24565
1,2020/1/29 3:30,29398
1,2020/1/29 3:45,38488
1,2020/1/29 4:00,44271
1,2020/1/29 4:15,53494
1,2020/1/29 4:30,56520
1,2020/1/29 4:45,61376
1,2020/1/29 5:00,57779
1,2020/1/29 5:15,53078
1,2020/1/29 5:30,57379
1,2020/1/29 5:45,59806
1,2020/1/29 6:00,72498
1,2020/1/29 6:15,80479
1,2020/1/29 6:30,76216
1,2020/1/29 6:45,67767
1,2020/1/29 7:00,67532
1,2020/1/29 7:15,70575
1,2020/1/29 7:30,66534
1,2020/1/29 7:45,67256
1,2020/1/29 8:00,61223
1,2020/1/29 8:15,55424
1,2020/1/29 8:30,49892
1,2020/1/29 8:45,42799
1,2020/1/29 9:00,41389
1,2020/1/29 9:15,33900
1,2020/1/29 9:30,24845
1,2020/1/29 9:45,23610
1,2020/1/29 10:00,24401
1,2020/1/29 10:15,28280
1,2020/1/29 10:30,18943
1,2020/1/29 10:45,16556
1,2020/1/29 11:00,18783
1,2020/1/29 11:15,15360
1,2020/1/29 11:30,15534
1,2020/1/29 11:45,21441
1,2020/1/29 12:00,29741
1,2020/1/29 12:15,30030
1,2020/1/29 12:30,36960
1,2020/1/29 12:45,36438
1,2020/1/29 13:00,46319
1,2020/1/29 13:15,44787
1,2020/1/29 13:30,38753
1,2020/1/29 13:45,32214
1,2020/1/29 14:00,25770
1,2020/1/29 14:15,30391
1,2020/1/29 14:30,32017
1,2020/1/29 14:45,41058
1,2020/1/29 15:00,42367
1,2020/1/29 15:15,42680
1,2020/1/29 15:30,46934
1,2020/1/29 15:45,42858
1,2020/1/29 16:00,40834
1,2020/1/29 16:15,31672
1,2020/1/29 16:30,26824
1,2020/1/29 16:45,35698
1,2020/1/29 17:00,35752
1,2020/1/29 17:15,30997
1,2020/1/29 17:30,31216
1,2020/1/29 17:45,40440
1,2020/1/29 18:00,37232
1,2020/1/29 18:15,26564
1,2020/1/29 18:30,37112
1,2020/1/29 18:45,59378
1,2020/1/29 19:00,65827
1,2020/1/29 19:15,76468
1,2020/1/29 19:30,85334
1,2020/1/29 19:45,83465
1,2020/1/29 20:00,79606
1,2020/1/29 20:15,74051
1,2020/1/29 20:30,77547
1,2020/1/29 20:45,83813
1,2020/1/29 21:00,91665
1,2020/1/29 21:15,94086
1,2020/1/29 21:30,91303
1,2020/1/29 21:45,90751
1,2020/1/29 22:00,77277
1,2020/1/29 22:15,64543
1,2020/1/29 22:30,57097
1,2020/1/29 22:45,55844
1,2020/1/29 23:00,65556
1,2020/1/29 23:15,76201
1,2020/1/29 23:30,77721
1,2020/1/29 23:45,71435
1,2020/1/30 0:00,73833
1,2020/1/30 0:15,68498
1,2020/1/30 0:30,70870
1,2020/1/30 0:45,69746
1,2020/1/30 1:00,65875
1,2020/1/30 1:15,54745
1,2020/1/30 1:30,50722
1,2020/1/30 1:45,46761
1,2020/1/30 2:00,37969
1,2020/1/30 2:15,38660
