TurbID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
5,2023/06/09 20:00,16.1,5424,119,23.5,73,906,4.2,12536,4708.3
5,2023/06/09 20:15,8.5,16180,338,-2.3,35,1200,1.5,18600,361.3
5,2023/06/09 20:30,16.4,14139,132,41.5,62,1032,7.9,3945,19240.8
5,2023/06/09 20:45,8.0,12400,33,-18.6,33,821,2.5,14695,11469.4
5,2023/06/09 21:00,19.6,3493,66,31.5,3,1021,19.5,17369,10309.9
5,2023/06/09 21:15,10.0,18605,322,-9.4,10,1065,7.7,804,10231.1
5,2023/06/09 21:30,11.3,4541,117,-17.5,57,855,1.4,7067,15047.7
5,2023/06/09 21:45,4.8,15151,349,23.8,85,924,5.0,4425,14073.4
5,2023/06/09 22:00,7.4,10785,111,10.8,100,927,18.4,10321,13577.8
5,2023/06/09 22:15,5.2,10381,118,18.1,76,1189,6.9,1525,16711.7
5,2023/06/09 22:30,10.7,6387,140,44.2,18,871,8.7,14216,10019.4
5,2023/06/09 22:45,13.0,16945,29,16.0,47,861,11.9,74,14673.8
5,2023/06/09 23:00,5.7,17856,174,48.4,69,1197,2.0,874,15476.1
5,2023/06/09 23:15,17.2,8909,157,35.1,55,1064,2.0,11853,5854.7
5,2023/06/09 23:30,12.8,11624,50,41.3,75,926,7.4,16111,815.2
5,2023/06/09 23:45,6.4,6741,76,-19.8,66,1076,13.3,14633,2590.8
5,2023/06/10 00:00,18.7,18111,355,10.2,9,960,4.3,781,2860.2
5,2023/06/10 00:15,17.7,1035,47,-2.6,79,1093,4.1,14578,1676.9
5,2023/06/10 00:30,17.9,18933,166,-16.5,2,853,15.5,13785,5054.4
5,2023/06/10 00:45,1.3,5842,13,46.4,90,1056,4.9,13186,15680.2
5,2023/06/10 01:00,4.5,1448,190,-2.0,16,942,13.4,7201,18997.7
5,2023/06/10 01:15,13.4,19792,203,-6.7,73,835,18.4,9050,6739.1
5,2023/06/10 01:30,0.5,13067,247,45.4,62,837,6.4,13056,10276.2
5,2023/06/10 01:45,17.1,13403,297,-13.9,10,1106,10.0,18100,9451.4
5,2023/06/10 02:00,3.3,14252,142,7.3,98,1155,1.8,6869,8215.3
5,2023/06/10 02:15,1.5,13930,32,9.1,92,1164,1.4,8710,6926.5
5,2023/06/10 02:30,11.0,4798,112,42.8,8,1020,9.9,9259,11371.2
5,2023/06/10 02:45,7.7,17302,56,-6.9,99,964,5.1,19785,8253.4
5,2023/06/10 03:00,14.6,3644,230,20.5,76,923,12.3,961,16203.5
5,2023/06/10 03:15,4.9,18655,60,16.1,8,1112,5.4,17647,2224.5
5,2023/06/10 03:30,12.7,10616,96,31.7,7,802,3.1,3566,4727.2
5,2023/06/10 03:45,12.2,7735,71,-3.7,97,927,15.4,5637,19256.5
5,2023/06/10 04:00,15.4,12968,337,-9.4,58,932,12.8,12638,16610.9
5,2023/06/10 04:15,18.5,19086,266,2.5,65,1088,6.8,10106,17849.6
5,2023/06/10 04:30,1.6,5383,283,-10.5,48,1112,15.4,16790,18151.7
5,2023/06/10 04:45,4.7,16956,281,8.4,74,1121,2.4,9863,15773.4
5,2023/06/10 05:00,3.5,10754,153,4.6,12,942,6.3,3183,12948.1
5,2023/06/10 05:15,2.8,9327,44,-11.9,49,823,3.3,6263,6352.9
5,2023/06/10 05:30,16.6,10977,215,30.0,50,1147,11.1,5664,14681.0
5,2023/06/10 05:45,2.7,6787,70,-12.4,88,873,19.7,9466,13125.1
5,2023/06/10 06:00,12.3,19486,342,20.1,59,875,1.3,694,4951.6
5,2023/06/10 06:15,18.9,1683,324,-5.4,53,1134,14.9,14772,12989.3
5,2023/06/10 06:30,8.3,5729,77,40.4,75,1155,7.3,18715,7123.0
5,2023/06/10 06:45,4.7,15233,142,11.5,47,1161,15.7,15333,11259.8
5,2023/06/10 07:00,9.9,9456,280,45.9,28,966,9.0,19932,14502.5
5,2023/06/10 07:15,17.2,10006,234,-6.5,65,1198,2.4,4622,4880.7
5,2023/06/10 07:30,1.3,15910,112,-14.6,64,1143,18.4,9046,14449.6
5,2023/06/10 07:45,2.0,679,143,1.6,24,1048,6.3,11145,6117.0
5,2023/06/10 08:00,12.1,1733,23,-2.4,66,885,11.2,3704,2237.2
5,2023/06/10 08:15,5.5,18001,6,16.7,78,1188,17.8,19491,4125.5
5,2023/06/10 08:30,17.5,7846,65,43.2,54,944,15.9,2741,16730.7
5,2023/06/10 08:45,9.9,15298,129,33.9,54,1060,7.2,6606,3735.9
5,2023/06/10 09:00,16.8,10061,10,33.6,89,1011,12.8,1071,12366.0
5,2023/06/10 09:15,19.8,9750,188,43.9,28,964,5.0,3012,1345.6
5,2023/06/10 09:30,10.3,9820,173,13.2,72,900,14.1,1589,6001.1
5,2023/06/10 09:45,11.6,11865,346,23.4,89,865,17.8,5825,10894.3
5,2023/06/10 10:00,13.1,12881,121,-8.4,34,1188,6.2,11051,2324.9
5,2023/06/10 10:15,10.8,5394,21,-4.0,70,841,3.9,5955,13844.2
5,2023/06/10 10:30,17.2,4446,98,17.1,12,1150,12.7,7143,17154.6
5,2023/06/10 10:45,3.6,15197,324,39.7,77,1065,17.6,9759,1065.3
5,2023/06/10 11:00,9.3,4769,80,24.2,94,927,17.7,4308,11484.6
5,2023/06/10 11:15,3.7,8757,140,40.1,44,864,2.0,8107,4491.3
5,2023/06/10 11:30,12.0,19065,16,22.2,34,1060,12.5,4136,8236.7
5,2023/06/10 11:45,13.0,10757,39,-17.6,62,802,4.4,8014,19808.1
5,2023/06/10 12:00,0.3,7213,9,0.0,50,902,10.0,14822,17144.1
5,2023/06/10 12:15,17.7,11715,114,32.1,86,1064,10.9,11833,5521.9
5,2023/06/10 12:30,18.0,7904,141,2.2,52,1003,13.9,17252,13359.9
5,2023/06/10 12:45,10.5,6394,84,-6.7,2,1065,1.3,14383,964.7
5,2023/06/10 13:00,6.8,6248,3,4.4,55,805,3.2,19682,6951.9
5,2023/06/10 13:15,16.7,4968,25,48.3,50,983,19.4,2430,2170.8
5,2023/06/10 13:30,7.9,18912,205,-3.1,67,940,14.8,10752,6017.1
5,2023/06/10 13:45,19.8,15019,322,7.0,67,860,14.6,18262,10727.2
5,2023/06/10 14:00,14.8,13251,301,17.3,50,968,11.3,7694,149.2
5,2023/06/10 14:15,12.3,4310,151,4.5,89,1173,1.1,14359,3542.0
5,2023/06/10 14:30,14.8,15683,214,-5.7,54,1020,15.2,7970,2014.5
5,2023/06/10 14:45,8.4,7517,210,-5.5,16,873,18.5,3860,12166.8
5,2023/06/10 15:00,12.6,14381,143,37.1,32,1008,13.8,10366,11196.5
5,2023/06/10 15:15,11.4,7049,201,47.5,98,1176,19.6,10157,13539.6
5,2023/06/10 15:30,15.2,663,188,47.1,81,1032,11.9,6576,19361.8
5,2023/06/10 15:45,5.0,12907,130,5.0,57,854,9.7,5673,9175.6
5,2023/06/10 16:00,19.6,12848,327,-2.2,72,848,0.3,18609,7456.6
5,2023/06/10 16:15,0.8,10617,165,19.7,39,906,0.1,19466,13266.8
5,2023/06/10 16:30,19.6,16539,112,36.3,10,820,11.9,6355,333.5
5,2023/06/10 16:45,2.3,13494,111,-6.9,25,1067,13.9,18816,6862.5
5,2023/06/10 17:00,19.3,14643,7,38.7,34,917,8.2,12038,16473.1
5,2023/06/10 17:15,9.1,4625,204,8.0,7,851,2.2,38,2707.8
5,2023/06/10 17:30,10.2,7893,156,-8.8,2,1131,4.8,5012,8895.1
5,2023/06/10 17:45,8.3,17962,268,25.3,89,998,6.1,8999,19570.9
5,2023/06/10 18:00,3.6,3032,286,-14.7,68,1109,2.5,9251,1459.2
5,2023/06/10 18:15,15.9,3703,46,-15.3,97,1084,18.5,16572,1125.1
5,2023/06/10 18:30,13.6,13724,66,-6.3,1,1061,4.5,9552,17980.4
5,2023/06/10 18:45,4.2,3005,350,34.5,32,1033,16.8,11103,14951.2
5,2023/06/10 19:00,17.2,17055,131,-16.9,30,1108,11.8,8394,13973.6
5,2023/06/10 19:15,10.5,15770,179,-18.6,7,1073,7.3,10386,4141.8
5,2023/06/10 19:30,2.3,1943,204,15.2,56,905,19.0,674,18960.9
5,2023/06/10 19:45,15.8,11697,141,-19.0,35,814,4.4,9421,105.2
5,2023/06/10 20:00,11.2,7912,98,34.4,87,861,17.9,1304,18372.2
5,2023/06/10 20:15,7.6,1765,152,17.1,66,1188,18.9,18390,12146.8
5,2023/06/10 20:30,11.4,6883,35,33.0,19,959,2.7,7052,19517.0
5,2023/06/10 20:45,8.8,10463,333,7.9,68,875,15.6,523,17549.4
5,2023/06/10 21:00,0.3,12424,101,-14.5,21,1131,14.5,8948,11684.8
5,2023/06/10 21:15,4.4,12322,177,16.6,50,1185,15.6,15753,2507.7
5,2023/06/10 21:30,3.7,7997,99,0.9,11,898,13.7,3117,2735.8
5,2023/06/10 21:45,16.2,13415,215,44.1,97,1182,3.0,14843,14362.7
5,2023/06/10 22:00,6.1,5398,353,49.7,40,1180,9.4,12710,10962.5
5,2023/06/10 22:15,11.2,7821,198,34.8,51,1147,15.4,10073,18977.9
5,2023/06/10 22:30,12.0,10156,271,40.8,91,1193,6.4,1095,14076.2
5,2023/06/10 22:45,9.7,19829,208,3.2,84,1035,17.0,11702,903.9
5,2023/06/10 23:00,4.9,3460,180,-13.2,53,979,2.4,13868,4576.2
5,2023/06/10 23:15,4.1,5118,109,1.3,62,954,16.2,2112,14391.7
5,2023/06/10 23:30,0.8,19016,104,41.4,44,1002,11.9,2029,11652.8
5,2023/06/10 23:45,17.1,16557,69,2.5,91,910,3.4,17243,19586.0
5,2023/06/11 00:00,2.6,2058,353,49.4,9,1004,10.3,15204,2719.3
5,2023/06/11 00:15,10.5,17555,102,16.7,12,1105,1.0,19530,10643.3
5,2023/06/11 00:30,6.3,17511,54,-13.1,59,1200,18.9,4331,18082.7
5,2023/06/11 00:45,5.5,91,342,43.6,35,1009,8.9,9327,12728.6
5,2023/06/11 01:00,14.3,17647,342,23.6,93,925,3.8,11203,15643.2
5,2023/06/11 01:15,8.2,3453,189,6.2,100,1024,3.4,8069,12655.6
5,2023/06/11 01:30,2.6,11039,139,-9.1,99,856,13.3,19472,1904.2
5,2023/06/11 01:45,6.7,18211,109,-13.9,31,1147,7.7,325,13394.6
5,2023/06/11 02:00,12.2,10644,150,14.0,21,1165,18.5,3226,18571.4
5,2023/06/11 02:15,14.2,9804,140,-15.3,21,993,9.2,4210,17642.3
5,2023/06/11 02:30,11.5,19602,261,-5.1,40,855,7.7,502,6948.4
5,2023/06/11 02:45,19.0,1007,307,-19.7,2,955,8.8,17094,17623.8
5,2023/06/11 03:00,11.6,12793,156,-6.9,89,1057,11.6,6009,18176.6
5,2023/06/11 03:15,12.6,17149,264,17.9,84,1076,10.9,10468,13497.1
5,2023/06/11 03:30,7.5,6602,146,45.7,1,1037,12.7,9662,6177.8
5,2023/06/11 03:45,2.6,14216,207,35.7,29,975,8.5,7154,5217.4
5,2023/06/11 04:00,17.9,3767,95,12.5,15,932,15.9,12762,12053.6
5,2023/06/11 04:15,9.5,19595,47,-7.7,66,830,1.5,16490,2402.2
5,2023/06/11 04:30,15.6,15697,351,46.0,95,1146,7.9,19163,6387.8
5,2023/06/11 04:45,0.4,7163,203,12.0,86,1148,16.1,19502,7517.2
5,2023/06/11 05:00,11.7,6426,282,18.3,70,1029,7.1,17004,13573.1
5,2023/06/11 05:15,2.0,19361,125,-5.5,78,989,4.9,15002,19209.6
5,2023/06/11 05:30,17.1,18924,214,-2.9,32,1011,6.4,4787,16157.3
5,2023/06/11 05:45,4.7,12933,356,-5.4,29,987,6.9,365,4739.5
5,2023/06/11 06:00,17.1,3872,339,39.4,97,918,7.6,5148,3640.8
5,2023/06/11 06:15,8.9,18697,22,-6.5,86,1118,6.3,10612,13275.2
5,2023/06/11 06:30,10.0,5423,224,4.4,82,939,9.1,6936,13061.5
5,2023/06/11 06:45,6.7,16870,212,26.2,54,887,5.3,2378,19538.7
5,2023/06/11 07:00,12.2,6449,285,-18.3,81,975,13.2,4466,11233.3
5,2023/06/11 07:15,15.7,1445,276,42.2,18,1076,14.5,19779,18263.8
5,2023/06/11 07:30,6.4,7028,95,39.0,4,1145,15.7,7265,11353.9
5,2023/06/11 07:45,14.1,7279,202,-6.7,38,1179,1.8,3215,191.4
5,2023/06/11 08:00,12.6,13894,95,30.9,93,824,6.1,19620,3156.4
5,2023/06/11 08:15,19.3,8140,72,21.7,59,809,16.9,3949,13339.7
5,2023/06/11 08:30,11.0,3847,168,43.8,79,1034,4.1,12141,16570.0
5,2023/06/11 08:45,14.1,18598,271,-8.9,24,1118,13.4,17867,3137.7
5,2023/06/11 09:00,8.8,18282,205,11.0,85,1191,4.6,7282,11895.4
5,2023/06/11 09:15,13.4,19484,115,-5.0,3,1166,5.9,7594,15666.3
5,2023/06/11 09:30,11.4,1303,154,49.6,67,858,11.8,13998,17793.6
5,2023/06/11 09:45,6.1,3023,44,26.1,4,1004,3.8,8214,8121.9
5,2023/06/11 10:00,15.2,11351,26,8.4,66,1022,14.5,15882,4889.6
5,2023/06/11 10:15,10.4,16176,139,7.6,36,840,10.9,17727,12127.0
5,2023/06/11 10:30,13.5,19143,289,47.3,90,1125,11.6,8319,6055.6
5,2023/06/11 10:45,11.1,17426,30,20.0,13,1003,5.4,19463,7632.7
5,2023/06/11 11:00,2.1,14844,229,35.6,52,1041,19.2,12829,8061.3
5,2023/06/11 11:15,5.5,1113,260,25.6,46,863,12.2,2295,9360.9
5,2023/06/11 11:30,14.4,15997,326,17.1,56,886,15.9,15572,1646.7
5,2023/06/11 11:45,4.3,6707,203,22.9,65,1120,2.0,6392,14488.2
5,2023/06/11 12:00,16.4,6461,150,38.6,49,1034,11.4,227,6761.8
5,2023/06/11 12:15,19.3,1137,77,40.5,29,858,6.0,16274,14673.5
5,2023/06/11 12:30,17.8,12569,310,16.4,75,1046,19.5,17419,3006.3
5,2023/06/11 12:45,9.6,12031,189,-9.3,64,1111,12.6,6565,6894.4
5,2023/06/11 13:00,3.5,17531,8,-5.6,33,1071,1.6,15027,17412.1
5,2023/06/11 13:15,11.3,11728,165,-12.4,58,910,16.0,5437,12119.1
5,2023/06/11 13:30,4.7,15969,333,-17.6,62,908,5.8,9277,15888.2
5,2023/06/11 13:45,3.7,7410,19,16.9,62,1174,13.9,10471,6373.7
5,2023/06/11 14:00,6.1,9594,33,24.7,66,804,1.4,10458,11842.4
5,2023/06/11 14:15,12.8,17804,244,34.2,29,1132,10.1,4844,8056.5
5,2023/06/11 14:30,12.4,14013,48,-15.8,24,1180,2.9,405,1306.0
5,2023/06/11 14:45,14.1,99,66,-12.7,67,1073,7.3,5536,8284.1
5,2023/06/11 15:00,0.3,14741,258,-6.5,61,859,5.8,8868,18967.4
5,2023/06/11 15:15,3.0,3098,360,-10.7,17,974,4.9,2106,9465.5
5,2023/06/11 15:30,19.2,17250,120,-11.7,5,1128,9.0,253,8542.7
5,2023/06/11 15:45,0.7,9866,139,-0.7,85,1189,11.1,2022,11852.9
5,2023/06/11 16:00,7.1,10609,290,17.1,38,1200,0.5,7357,4071.3
5,2023/06/11 16:15,16.7,7272,142,15.0,27,988,13.5,10721,7890.4
5,2023/06/11 16:30,7.6,9754,112,5.3,13,841,5.2,17139,8667.6
5,2023/06/11 16:45,3.9,16496,333,-10.5,13,1184,3.4,11811,9500.5
5,2023/06/11 17:00,8.9,17870,287,17.4,69,1175,13.5,461,8474.7
5,2023/06/11 17:15,6.5,2053,185,2.1,41,1125,17.1,383,11913.3
5,2023/06/11 17:30,15.9,6409,45,34.8,100,833,5.8,9667,10026.1
5,2023/06/11 17:45,7.4,15407,139,-7.6,47,1108,14.6,11287,7637.3
5,2023/06/11 18:00,14.5,2836,121,1.3,80,843,1.5,8333,5055.4
5,2023/06/11 18:15,3.8,3818,223,44.2,10,1111,9.7,11594,11391.0
5,2023/06/11 18:30,15.7,18484,243,-5.9,62,842,1.9,17458,16576.0
5,2023/06/11 18:45,12.6,6567,16,-7.9,2,983,11.4,6740,7576.6
5,2023/06/11 19:00,11.0,7711,33,23.4,27,1163,9.2,14491,6535.1
5,2023/06/11 19:15,13.3,2958,357,2.3,61,1124,19.8,5102,16850.6
5,2023/06/11 19:30,19.4,10291,278,2.7,71,1174,7.0,5930,2305.9
5,2023/06/11 19:45,19.1,2706,185,16.5,4,1164,5.3,2538,1314.4
5,2023/06/11 20:00,17.1,3510,121,14.5,59,850,13.3,16978,7269.9
5,2023/06/11 20:15,10.0,3876,344,47.5,77,845,16.8,10490,14226.1
5,2023/06/11 20:30,16.6,617,49,-4.9,19,1128,2.8,17336,7824.3
5,2023/06/11 20:45,7.3,15173,99,12.0,80,1154,13.2,11356,7853.0
5,2023/06/11 21:00,17.7,11085,128,40.3,93,1017,11.5,13278,3311.4
5,2023/06/11 21:15,1.9,881,317,5.8,88,1167,7.9,10263,2451.4
5,2023/06/11 21:30,13.5,11048,67,-7.3,93,1033,1.8,89,11115.7
5,2023/06/11 21:45,19.7,2015,168,6.6,20,1096,17.3,4203,2152.2
5,2023/06/11 22:00,1.7,15263,206,-4.9,60,835,6.2,15790,1624.5
5,2023/06/11 22:15,0.5,12824,138,-15.0,23,1153,2.6,16454,2330.3
5,2023/06/11 22:30,4.1,9650,151,36.1,42,1096,17.0,8084,7760.7
5,2023/06/11 22:45,9.3,1202,240,12.4,63,1122,7.2,11320,16910.8
5,2023/06/11 23:00,19.8,4452,13,3.6,49,859,3.4,11027,388.3
5,2023/06/11 23:15,6.1,4650,195,23.3,8,929,2.2,14261,8622.5
5,2023/06/11 23:30,13.1,1422,275,44.3,65,1091,0.5,16349,19086.4
5,2023/06/11 23:45,11.8,4214,343,-11.4,53,923,11.2,14970,2115.5
5,2023/06/12 00:00,6.2,15769,53,33.8,20,949,13.9,11374,16348.5
5,2023/06/12 00:15,12.0,5343,142,-2.5,21,822,12.6,19154,5888.3
5,2023/06/12 00:30,13.9,4424,205,35.4,99,936,11.0,14055,15934.5
5,2023/06/12 00:45,11.0,10111,226,12.2,89,882,8.7,2259,6373.6
5,2023/06/12 01:00,13.0,2485,1,41.8,28,1195,16.7,7685,960.2
5,2023/06/12 01:15,14.4,5135,286,31.5,5,1083,15.5,1322,7390.6
5,2023/06/12 01:30,19.2,2217,213,-10.2,36,920,7.7,10952,9296.8
5,2023/06/12 01:45,1.5,2947,43,24.6,82,819,20.0,2341,2424.3
5,2023/06/12 02:00,9.0,4021,143,10.7,73,806,18.4,7534,14037.6
5,2023/06/12 02:15,18.8,19482,113,32.2,32,1031,16.2,17396,8513.4
5,2023/06/12 02:30,15.2,10823,201,1.5,82,1093,12.8,9111,5745.1
5,2023/06/12 02:45,15.1,4964,285,-8.5,22,830,4.2,10471,8697.0
5,2023/06/12 03:00,1.5,6632,299,10.0,91,1102,17.9,7638,490.9
5,2023/06/12 03:15,16.2,19967,184,20.8,55,962,0.6,10041,14165.6
5,2023/06/12 03:30,14.4,12802,65,20.6,74,878,14.2,2929,12224.7
5,2023/06/12 03:45,19.8,16525,158,10.3,44,1050,5.5,6395,4082.6
5,2023/06/12 04:00,18.7,11628,55,-12.3,18,956,1.5,14241,17500.8
5,2023/06/12 04:15,7.9,14600,86,11.8,67,1132,19.3,3445,3553.8
5,2023/06/12 04:30,18.7,10289,0,49.9,75,984,1.7,11667,13777.2
5,2023/06/12 04:45,6.2,14245,69,28.2,88,1144,0.4,16304,5745.2
5,2023/06/12 05:00,12.5,10209,57,8.3,71,895,6.9,3186,17839.1
5,2023/06/12 05:15,3.7,11112,116,8.2,22,1086,8.4,7443,4390.4
5,2023/06/12 05:30,0.9,13672,114,38.8,72,822,11.3,17283,16273.9
5,2023/06/12 05:45,19.6,18476,174,10.5,63,1175,0.1,15591,5998.2
5,2023/06/12 06:00,3.4,423,333,34.3,89,1104,10.9,8539,18644.3
5,2023/06/12 06:15,16.5,7736,331,18.4,77,997,17.2,499,19213.4
5,2023/06/12 06:30,2.2,4593,312,42.9,43,867,14.7,5773,4040.5
5,2023/06/12 06:45,0.9,3177,142,-12.9,20,968,10.6,15122,491.6
5,2023/06/12 07:00,15.1,15930,214,3.0,34,827,5.6,6806,8792.8
5,2023/06/12 07:15,5.5,8725,43,28.0,33,888,0.7,6836,12117.6
5,2023/06/12 07:30,12.4,17732,176,42.0,38,982,5.4,3209,14138.3
5,2023/06/12 07:45,6.8,11969,67,4.2,30,960,7.9,15106,19017.2
5,2023/06/12 08:00,4.4,2680,80,32.5,95,984,1.2,11050,2180.0
5,2023/06/12 08:15,11.8,12947,119,23.7,19,1015,11.6,12450,4059.5
5,2023/06/12 08:30,11.5,3865,59,-18.3,44,902,0.6,1780,14861.7
