TurbID,DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
9,2023/06/10 04:45,3.3,6784,101,-9.7,48,1184,3.7,6761,5912.8
9,2023/06/10 05:00,18.5,9745,230,19.2,27,1136,8.4,6514,5256.3
9,2023/06/10 05:15,6.0,17128,194,7.4,5,1048,18.5,16035,13891.1
9,2023/06/10 05:30,13.2,16143,293,5.1,4,910,2.8,13806,9041.9
9,2023/06/10 05:45,13.0,11046,179,34.3,92,987,8.3,1980,17040.0
9,2023/06/10 06:00,5.2,8256,230,25.7,48,815,1.8,5370,15027.2
9,2023/06/10 06:15,13.8,4077,344,20.9,98,1021,5.6,13393,11370.5
9,2023/06/10 06:30,15.9,5532,185,20.5,30,914,13.9,19419,7364.6
9,2023/06/10 06:45,13.8,1527,346,26.7,47,1062,3.6,4774,18254.7
9,2023/06/10 07:00,7.1,4067,272,30.6,100,1158,18.1,16259,7554.0
9,2023/06/10 07:15,19.4,5771,194,6.3,38,1168,3.4,11584,10759.3
9,2023/06/10 07:30,10.1,11227,234,47.6,90,1097,16.4,10413,1577.9
9,2023/06/10 07:45,13.9,16308,284,46.5,61,1190,15.6,14290,17911.5
9,2023/06/10 08:00,2.2,13725,96,0.1,13,975,15.4,13768,4175.5
9,2023/06/10 08:15,3.2,3561,9,15.7,21,801,16.4,4966,6078.2
9,2023/06/10 08:30,7.5,5672,83,41.0,63,969,18.4,12328,19670.3
9,2023/06/10 08:45,0.1,9785,219,-17.7,50,891,7.5,17059,2573.6
9,2023/06/10 09:00,4.2,15746,297,25.3,17,821,17.0,340,2976.4
9,2023/06/10 09:15,12.8,9187,112,48.2,77,1049,12.8,12154,14765.8
9,2023/06/10 09:30,13.6,3858,153,-15.0,68,1075,10.3,14634,5745.6
9,2023/06/10 09:45,19.3,9598,265,35.0,92,984,16.4,3767,11682.4
9,2023/06/10 10:00,3.1,15601,242,11.0,10,1009,20.0,18461,12286.5
9,2023/06/10 10:15,15.9,19039,266,-4.1,25,1113,9.8,12167,17626.8
9,2023/06/10 10:30,11.5,18158,250,-16.6,65,856,12.1,9463,3367.9
9,2023/06/10 10:45,10.3,9914,290,47.8,95,1162,18.8,8083,15188.1
9,2023/06/10 11:00,11.9,17795,298,-0.7,77,989,5.9,18409,9849.1
9,2023/06/10 11:15,4.7,11077,190,-3.4,6,1089,10.0,8562,18376.1
9,2023/06/10 11:30,11.2,17134,230,49.1,38,872,5.2,4070,14421.5
9,2023/06/10 11:45,6.9,9848,312,9.3,7,1198,17.9,5959,11078.7
9,2023/06/10 12:00,12.9,15648,55,-18.2,47,1005,0.9,3930,313.8
9,2023/06/10 12:15,0.0,14097,284,35.1,23,839,9.4,58,1420.3
9,2023/06/10 12:30,13.9,7098,231,31.1,8,926,16.0,12207,2750.3
9,2023/06/10 12:45,4.1,10872,73,29.7,78,951,9.8,19293,17862.6
9,2023/06/10 13:00,12.3,3077,88,-10.5,86,1043,1.1,2997,18103.0
9,2023/06/10 13:15,8.6,17986,59,7.5,38,1128,12.8,18827,3470.5
9,2023/06/10 13:30,15.2,3937,190,31.3,13,928,9.9,10208,18421.4
9,2023/06/10 13:45,14.1,4434,119,45.3,12,1154,3.3,12841,1190.5
9,2023/06/10 14:00,19.7,16950,201,48.8,79,1130,1.5,1944,407.8
9,2023/06/10 14:15,13.0,16742,256,10.9,3,845,9.7,1064,9882.7
9,2023/06/10 14:30,18.8,8305,276,38.1,74,907,13.9,18133,17803.0
9,2023/06/10 14:45,2.1,7080,141,-11.2,65,849,17.4,14444,4011.6
9,2023/06/10 15:00,1.8,15945,166,25.5,89,1119,18.8,9915,4454.8
9,2023/06/10 15:15,0.1,13245,190,-3.7,100,1149,17.8,15467,13530.1
9,2023/06/10 15:30,18.3,4636,297,10.0,13,936,5.4,13082,13306.9
9,2023/06/10 15:45,14.7,17533,7,-2.6,43,981,14.4,3697,16887.7
9,2023/06/10 16:00,9.1,2744,201,32.1,2,1002,13.5,18919,14234.6
9,2023/06/10 16:15,9.6,8330,144,18.1,92,864,15.2,7381,16448.7
9,2023/06/10 16:30,4.0,7124,280,47.6,44,931,16.5,1164,11180.5
9,2023/06/10 16:45,1.4,11512,208,-13.6,90,902,5.7,3907,15588.4
9,2023/06/10 17:00,15.8,3575,73,-5.0,38,909,2.0,17267,11810.7
9,2023/06/10 17:15,2.3,13514,306,24.4,22,826,8.6,7850,17544.4
9,2023/06/10 17:30,12.4,468,160,33.3,44,1005,18.8,6894,2554.1
9,2023/06/10 17:45,11.6,7125,290,35.8,27,801,4.0,5095,4342.0
9,2023/06/10 18:00,14.4,11036,111,-4.2,54,938,1.5,3124,15969.0
9,2023/06/10 18:15,16.3,14678,257,-16.7,25,1197,17.9,8721,2034.9
9,2023/06/10 18:30,3.9,10275,303,-6.5,91,1131,15.9,7063,11962.1
9,2023/06/10 18:45,1.8,8373,188,-12.3,72,958,16.0,584,1967.2
9,2023/06/10 19:00,9.6,13897,154,-18.3,21,1015,15.3,18706,4628.9
9,2023/06/10 19:15,8.4,9629,357,21.1,82,1167,11.8,228,15222.6
9,2023/06/10 19:30,10.7,16331,354,46.2,45,991,7.4,8156,8451.3
9,2023/06/10 19:45,2.1,5782,46,16.5,90,897,5.1,92,4862.0
9,2023/06/10 20:00,5.2,12706,121,-19.7,58,1162,13.5,4194,12320.1
9,2023/06/10 20:15,15.4,13032,293,10.0,6,882,16.7,10866,2129.1
9,2023/06/10 20:30,5.1,12781,130,-12.4,58,1092,9.5,12294,3737.5
9,2023/06/10 20:45,1.0,19912,88,31.3,52,1007,13.9,11448,11905.7
9,2023/06/10 21:00,9.5,6985,297,47.8,80,1018,15.8,5811,9418.3
9,2023/06/10 21:15,12.6,17336,60,5.8,53,844,13.8,12061,9352.7
9,2023/06/10 21:30,15.3,342,311,37.2,0,821,15.2,19797,6967.6
9,2023/06/10 21:45,12.1,3921,244,44.2,71,1158,7.4,2804,13889.8
9,2023/06/10 22:00,4.8,10613,89,49.3,91,886,10.0,18343,4064.8
9,2023/06/10 22:15,17.0,4854,119,16.5,56,995,2.2,4531,6030.9
9,2023/06/10 22:30,10.2,3967,340,6.6,70,808,13.5,17087,9280.2
9,2023/06/10 22:45,4.9,14433,1,4.2,59,826,0.8,6465,14596.6
9,2023/06/10 23:00,15.3,19269,100,39.6,95,1149,17.0,14797,9416.8
9,2023/06/10 23:15,18.1,13349,169,49.1,10,1046,9.3,16164,6538.0
9,2023/06/10 23:30,1.2,5593,204,-5.9,13,1110,4.1,8313,8140.8
9,2023/06/10 23:45,14.3,16497,133,47.7,82,1144,6.4,15754,19661.9
9,2023/06/11 00:00,10.8,11738,169,43.0,31,985,19.5,17879,19544.7
9,2023/06/11 00:15,14.9,12715,284,7.1,81,1068,13.1,12751,13789.9
9,2023/06/11 00:30,1.3,19436,10,-12.2,22,962,6.8,16354,13368.3
9,2023/06/11 00:45,18.0,3988,196,15.0,71,826,18.3,1289,15331.8
9,2023/06/11 01:00,12.6,12917,51,18.6,76,943,17.7,3324,3745.1
9,2023/06/11 01:15,19.7,4486,67,25.9,20,905,16.8,13839,3480.7
9,2023/06/11 01:30,4.2,19169,138,7.7,5,1099,5.6,9559,17360.7
9,2023/06/11 01:45,7.4,4653,229,29.8,36,1153,8.0,9558,1.8
9,2023/06/11 02:00,15.9,17598,263,41.0,3,1047,2.7,123,6279.3
9,2023/06/11 02:15,13.7,2231,190,-11.2,73,1106,11.8,19459,13842.1
9,2023/06/11 02:30,15.4,10951,283,45.1,97,1149,12.1,9342,9421.5
9,2023/06/11 02:45,8.8,10839,276,30.9,98,1177,9.5,2037,14770.9
9,2023/06/11 03:00,13.1,11463,278,-8.2,99,1045,5.1,14344,6458.7
9,2023/06/11 03:15,10.6,14601,333,37.9,56,818,3.3,15985,10636.5
9,2023/06/11 03:30,6.0,13970,339,34.1,91,1020,5.9,1607,6761.1
9,2023/06/11 03:45,12.3,3424,196,18.9,96,1177,7.9,18649,11007.4
9,2023/06/11 04:00,1.5,1461,336,34.7,54,964,2.7,8100,3232.0
9,2023/06/11 04:15,13.0,18494,314,19.1,26,929,11.1,16247,14336.7
9,2023/06/11 04:30,19.8,2902,277,5.3,2,1123,5.4,19558,7592.8
9,2023/06/11 04:45,5.6,12636,170,8.4,57,849,10.1,993,16669.7
9,2023/06/11 05:00,3.9,19132,199,22.7,38,1077,1.8,4382,16253.6
9,2023/06/11 05:15,13.5,17046,105,-10.6,69,1142,2.0,7253,458.0
9,2023/06/11 05:30,17.6,7824,242,-19.1,5,1024,19.3,18906,17696.7
9,2023/06/11 05:45,12.8,19069,229,-16.0,9,1071,2.3,14808,3514.3
9,2023/06/11 06:00,3.5,19523,126,44.0,97,1057,3.4,3311,7201.1
9,2023/06/11 06:15,18.6,9839,243,41.3,79,820,15.9,14125,8221.8
9,2023/06/11 06:30,9.7,11866,164,12.7,67,1172,18.0,7856,9671.6
9,2023/06/11 06:45,3.5,9683,260,37.1,13,954,8.9,15987,15057.4
9,2023/06/11 07:00,6.3,6471,337,-4.8,51,1053,10.6,1478,1185.0
9,2023/06/11 07:15,8.5,18007,188,3.7,38,1053,19.1,1109,18715.3
9,2023/06/11 07:30,13.8,12467,256,-1.8,8,952,3.2,9001,206.2
9,2023/06/11 07:45,9.7,6205,231,-7.7,64,857,17.4,10444,17192.0
9,2023/06/11 08:00,5.2,10438,15,39.1,28,872,7.4,12904,6220.9
9,2023/06/11 08:15,9.0,8758,70,29.3,29,1097,10.7,2117,14974.4
9,2023/06/11 08:30,19.1,16870,146,3.9,10,1130,18.1,15392,311.3
9,2023/06/11 08:45,11.8,14837,330,-14.7,13,1053,6.2,3575,4486.5
9,2023/06/11 09:00,14.7,2688,19,-18.4,5,1057,4.7,8781,2057.9
9,2023/06/11 09:15,0.0,6567,41,31.3,77,1021,1.9,1401,823.0
9,2023/06/11 09:30,17.2,8841,166,10.5,0,998,11.0,3948,1484.3
9,2023/06/11 09:45,10.5,17411,3,-14.7,6,859,8.4,3136,17838.1
9,2023/06/11 10:00,18.3,18579,31,41.3,65,1068,12.0,18651,5932.5
9,2023/06/11 10:15,16.6,6991,212,17.0,53,946,17.4,1801,11038.3
9,2023/06/11 10:30,2.0,1024,198,41.2,25,905,19.8,18544,8487.0
9,2023/06/11 10:45,7.2,12436,275,-1.1,33,989,10.3,14530,7632.0
9,2023/06/11 11:00,13.8,13408,246,33.9,29,1188,0.4,8508,12028.3
9,2023/06/11 11:15,11.3,545,119,22.3,76,997,14.6,12099,9001.9
9,2023/06/11 11:30,12.4,7618,186,40.8,19,1049,18.1,4444,14633.1
9,2023/06/11 11:45,1.5,14025,240,22.2,73,901,16.7,2676,17584.5
9,2023/06/11 12:00,3.1,8056,4,3.0,82,1161,19.5,12038,98.4
9,2023/06/11 12:15,15.7,4495,178,-10.3,70,1152,8.9,1113,16404.1
9,2023/06/11 12:30,18.2,13408,6,8.7,46,1009,7.5,2096,18521.7
9,2023/06/11 12:45,18.6,826,168,38.6,83,1181,11.0,15281,3571.0
9,2023/06/11 13:00,18.7,17589,35,37.7,97,909,11.9,13256,9762.9
9,2023/06/11 13:15,12.4,3083,76,-5.9,11,1129,13.6,18658,1092.3
9,2023/06/11 13:30,19.5,12564,154,20.5,55,1182,10.8,1829,4102.3
9,2023/06/11 13:45,4.5,10058,13,15.1,16,949,3.9,2614,7071.5
9,2023/06/11 14:00,11.8,5225,275,7.0,98,1005,20.0,10410,6286.6
9,2023/06/11 14:15,10.2,4319,253,-15.9,72,1000,18.0,17500,3467.8
9,2023/06/11 14:30,15.2,18243,235,8.6,100,1042,16.6,16918,5182.4
9,2023/06/11 14:45,12.8,1568,211,-14.2,27,922,9.4,3302,13623.7
9,2023/06/11 15:00,16.1,16310,238,21.6,75,987,7.0,12149,12633.3
9,2023/06/11 15:15,10.5,4678,67,38.0,19,839,17.1,6340,4728.7
9,2023/06/11 15:30,4.9,10152,13,-18.2,15,979,16.6,11002,6111.1
9,2023/06/11 15:45,7.1,13786,108,28.9,78,1080,7.7,15838,14483.7
9,2023/06/11 16:00,16.6,18229,63,29.3,46,1028,2.3,8156,7005.2
9,2023/06/11 16:15,9.2,3600,90,22.4,6,877,10.7,2931,13345.3
9,2023/06/11 16:30,10.1,17322,42,-18.3,66,1084,4.4,2937,15520.2
9,2023/06/11 16:45,10.2,3313,39,0.4,20,898,3.5,19158,16268.7
9,2023/06/11 17:00,10.3,6948,360,-16.3,84,825,14.0,12682,33.5
9,2023/06/11 17:15,9.2,1143,1,-2.7,30,972,8.8,10658,5051.0
9,2023/06/11 17:30,17.6,18748,85,42.3,69,1086,9.9,6313,1142.0
9,2023/06/11 17:45,10.2,14524,245,23.0,62,1144,9.6,14991,19526.5
9,2023/06/11 18:00,2.7,10221,202,24.1,86,1021,13.1,18955,11582.3
9,2023/06/11 18:15,4.4,3572,117,30.2,98,1073,5.5,16790,9861.2
9,2023/06/11 18:30,9.5,4752,31,23.4,61,1193,17.9,12744,2045.2
9,2023/06/11 18:45,4.1,6479,86,23.4,61,1102,5.1,1707,8038.6
9,2023/06/11 19:00,1.9,17287,170,33.4,65,831,7.5,14584,10965.2
9,2023/06/11 19:15,6.9,7613,28,5.4,92,1178,7.4,3887,19413.8
9,2023/06/11 19:30,7.5,11404,126,35.4,80,1079,1.0,7212,18201.7
9,2023/06/11 19:45,16.8,4715,85,-14.0,98,868,1.0,2363,18042.7
9,2023/06/11 20:00,0.1,12711,193,43.6,85,1074,3.5,1407,7673.4
9,2023/06/11 20:15,5.9,7921,239,36.0,81,883,18.3,14412,14582.6
9,2023/06/11 20:30,13.1,8174,327,23.6,75,1180,9.2,9622,6807.9
9,2023/06/11 20:45,4.1,4699,10,45.7,68,1005,18.4,4926,8812.9
9,2023/06/11 21:00,1.3,14279,51,47.7,61,1121,2.4,18611,3482.4
9,2023/06/11 21:15,1.4,18477,54,26.5,62,934,9.0,18413,11756.9
9,2023/06/11 21:30,1.3,1143,193,40.5,76,971,15.3,8979,5987.0
9,2023/06/11 21:45,15.3,17743,215,28.2,80,1160,3.5,632,19067.5
9,2023/06/11 22:00,8.1,8202,57,2.7,5,1123,14.6,3470,17184.7
9,2023/06/11 22:15,4.7,18312,158,8.1,47,867,8.9,10557,6129.3
9,2023/06/11 22:30,6.4,8270,138,-14.8,26,1012,13.8,11657,8218.3
9,2023/06/11 22:45,18.5,7109,332,29.5,33,1156,16.0,82,19355.6
9,2023/06/11 23:00,5.5,11340,13,30.4,93,1184,11.6,17353,5692.6
9,2023/06/11 23:15,19.2,12343,178,19.7,15,1159,17.9,6108,16381.3
9,2023/06/11 23:30,19.1,6297,52,4.3,69,997,1.9,14898,16336.6
9,2023/06/11 23:45,11.0,10508,234,22.9,77,1123,5.0,4154,2525.7
9,2023/06/12 00:00,17.7,17326,128,47.7,50,1005,15.4,17628,15962.9
9,2023/06/12 00:15,16.6,1718,294,43.1,65,1084,16.6,16421,16938.3
9,2023/06/12 00:30,7.4,8439,72,-2.8,58,1039,19.2,305,5283.7
9,2023/06/12 00:45,3.1,13281,65,-13.9,51,824,10.6,4786,1979.7
9,2023/06/12 01:00,19.0,18909,284,-10.2,46,1092,15.9,19873,2768.1
9,2023/06/12 01:15,15.7,10375,39,7.5,13,868,14.7,6304,15421.8
9,2023/06/12 01:30,12.1,2483,79,26.7,42,835,11.4,4667,8410.7
9,2023/06/12 01:45,12.7,6537,308,23.0,95,859,10.1,8829,13730.1
9,2023/06/12 02:00,4.2,14845,207,26.4,27,1058,3.7,9463,11175.7
9,2023/06/12 02:15,0.6,11070,260,-7.1,8,1186,11.0,5361,514.2
9,2023/06/12 02:30,2.3,1000,155,14.5,12,1111,18.1,14506,5535.7
9,2023/06/12 02:45,13.0,19887,246,12.6,27,848,11.0,8845,15815.9
9,2023/06/12 03:00,12.0,1043,250,-16.2,26,1140,5.0,7507,7859.7
9,2023/06/12 03:15,7.5,13861,313,4.5,15,827,18.6,7187,10009.5
9,2023/06/12 03:30,5.2,16133,201,7.3,97,834,4.8,4674,15169.8
9,2023/06/12 03:45,19.1,14620,342,33.3,53,1181,5.0,2039,4199.0
9,2023/06/12 04:00,15.6,17630,260,-16.3,14,1080,13.0,16395,2729.0
9,2023/06/12 04:15,9.8,6026,76,9.3,58,1124,2.2,1320,8526.5
9,2023/06/12 04:30,13.8,7250,127,-12.1,80,1082,14.3,13737,1773.4
9,2023/06/12 04:45,18.4,10397,311,20.1,17,1043,12.6,7627,19911.1
9,2023/06/12 05:00,11.3,16227,95,-14.7,58,822,7.4,11691,17522.6
9,2023/06/12 05:15,18.2,8031,29,47.3,0,1162,3.0,2158,6087.4
9,2023/06/12 05:30,15.3,8838,210,18.5,18,1036,1.5,659,12881.0
9,2023/06/12 05:45,6.0,4987,270,5.8,98,1168,11.9,3184,2378.5
9,2023/06/12 06:00,0.9,16867,193,-8.2,14,975,12.7,948,16093.9
9,2023/06/12 06:15,2.4,563,59,-1.5,12,888,15.7,12227,11155.4
9,2023/06/12 06:30,6.0,13597,16,41.9,62,958,14.0,12593,11841.8
9,2023/06/12 06:45,10.0,5888,110,21.6,43,915,1.0,8453,11641.6
9,2023/06/12 07:00,11.2,2204,247,39.4,96,922,16.0,11200,15375.0
9,2023/06/12 07:15,6.5,2559,179,-2.3,60,818,3.4,14682,3990.2
9,2023/06/12 07:30,13.0,3857,126,-18.7,46,1159,16.3,1976,11806.7
9,2023/06/12 07:45,9.1,19634,287,25.2,60,1054,18.2,7878,8899.5
9,2023/06/12 08:00,2.5,19118,185,1.8,86,826,6.5,17041,6404.6
9,2023/06/12 08:15,8.5,11190,320,14.5,71,1076,11.2,8342,10386.4
9,2023/06/12 08:30,11.2,4415,180,43.9,47,1092,12.5,11097,5232.6
